Date_Start_Date,Project_Size,Project_Cost
12/16/2017,0,1
12/17/2017,0,0
12/17/2017,0,0
12/17/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,1,1
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/18/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/19/2017,0,0
12/20/2017,0,1
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/20/2017,0,0
12/21/2017,0,0
12/21/2017,0,0
12/21/2017,0,0
12/21/2017,0,0
12/21/2017,0,0
12/21/2017,0,0
12/21/2017,10000,10000000
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/22/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/24/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,0,0
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,1,1
12/26/2017,0,0
12/26/2017,0,0
12/27/2017,1,1
12/27/2017,1,1
12/27/2017,1,1
12/28/2017,1,1
12/28/2017,1,1
12/28/2017,1,1
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/28/2017,25000,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,0,0
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
12/29/2017,1,1
1/2/2018,1,1
1/2/2018,1,1
1/3/2018,0,0
1/3/2018,0,0
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,0,1
1/4/2018,0,1
1/4/2018,1,1
1/4/2018,1,1
1/4/2018,1,1
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,500,1
1/5/2018,0,0
1/5/2018,0,0
1/5/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,0,0
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/8/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,1,1
1/9/2018,0,0
1/9/2018,0,0
1/9/2018,0,0
1/9/2018,0,0
1/10/2018,0,0
1/10/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,22000,0
1/11/2018,1,1
1/11/2018,1,1
1/11/2018,1,1
1/11/2018,1,1
1/11/2018,1,1
1/11/2018,1,1
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/11/2018,0,0
1/12/2018,0,0
1/12/2018,0,0
1/12/2018,0,0
1/12/2018,0,0
1/12/2018,0,0
1/12/2018,0,1
1/12/2018,0,1
1/12/2018,0,1
1/12/2018,0,1
1/13/2018,1,1
1/13/2018,1,1
1/13/2018,1,1
1/13/2018,0,0
1/13/2018,0,0
1/13/2018,0,0
1/13/2018,0,0
1/13/2018,0,0
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,0,0
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/16/2018,1,1
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,5000,1000000
1/17/2018,5000,1000000
1/17/2018,5000,1000000
1/17/2018,5000,1000000
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,1,1
1/17/2018,1,1
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/17/2018,0,0
1/18/2018,1,1
1/18/2018,1,1
1/18/2018,1,1
1/18/2018,0,1
1/18/2018,0,1
1/18/2018,0,1
1/18/2018,0,1
1/18/2018,0,1
1/18/2018,1,1
1/18/2018,1,1
1/18/2018,1,1
1/18/2018,1,1
1/19/2018,0,0
1/19/2018,0,0
1/19/2018,0,0
1/19/2018,0,0
1/19/2018,0,0
1/19/2018,0,0
1/19/2018,1,1
1/19/2018,1,1
1/19/2018,1,1
1/19/2018,1,1
1/22/2018,0,1
1/22/2018,0,1
1/22/2018,0,1
1/22/2018,0,0
1/22/2018,0,0
1/22/2018,0,0
1/22/2018,0,0
1/23/2018,0,0
1/23/2018,0,0
1/23/2018,0,0
1/24/2018,0,0
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,1,1
1/24/2018,0,0
1/24/2018,0,0
1/24/2018,0,0
1/24/2018,0,0
1/25/2018,0,0
1/25/2018,0,0
1/25/2018,0,0
1/25/2018,1,1
1/25/2018,1,1
1/25/2018,1,1
1/25/2018,1,1
1/26/2018,0,0
1/26/2018,0,0
1/26/2018,0,0
1/26/2018,0,0
1/28/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/29/2018,0,0
1/30/2018,0,0
1/30/2018,0,0
1/30/2018,0,1
1/30/2018,0,1
1/31/2018,1,1
1/31/2018,1,1
1/31/2018,1,1
1/31/2018,1,1
1/31/2018,1,1
1/31/2018,1,1
1/31/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,0,0
2/1/2018,1,1
2/1/2018,1,1
2/1/2018,1,1
2/1/2018,1,1
2/1/2018,1,1
2/1/2018,1,1
2/1/2018,1,1
2/2/2018,5000,1000000
2/2/2018,5000,1000000
2/2/2018,5000,1000000
2/2/2018,5000,1000000
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,1,1
2/2/2018,0,1
2/2/2018,0,1
2/2/2018,0,1
2/2/2018,0,1
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/2/2018,0,0
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,1,1
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/5/2018,0,0
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,1,1
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/6/2018,0,0
2/7/2018,5000,0
2/7/2018,5000,0
2/7/2018,0,0
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/7/2018,1,1
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,1,1
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,0,0
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,5000,1000000
2/8/2018,0,0
2/8/2018,0,0
2/9/2018,0,0
2/9/2018,0,0
2/9/2018,0,0
2/9/2018,0,0
2/9/2018,0,0
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,0,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/9/2018,1,1
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,0,0
2/12/2018,1,1
2/12/2018,1,1
2/12/2018,1,1
2/12/2018,1,1
2/12/2018,1,1
2/12/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/13/2018,1,1
2/14/2018,0,1
2/15/2018,1,1
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/15/2018,0,0
2/16/2018,0,0
2/16/2018,0,0
2/16/2018,0,0
2/16/2018,0,0
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,8500,2000000
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/19/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,1,1
2/20/2018,0,0
2/20/2018,0,0
2/20/2018,0,0
2/20/2018,0,0
2/20/2018,0,0
2/20/2018,0,0
2/20/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,1,1
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/21/2018,0,0
2/22/2018,0,0
2/22/2018,0,0
2/22/2018,0,0
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/23/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,1,1
2/26/2018,0,1
2/26/2018,0,1
2/26/2018,0,1
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,5000,1000000
2/26/2018,1,1
2/26/2018,0,0
2/26/2018,0,0
2/26/2018,0,0
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,5000,1000000
2/27/2018,5000,1000000
2/27/2018,5000,1000000
2/27/2018,5000,1000000
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,1,1
2/27/2018,0,0
2/27/2018,0,0
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,0,1
2/28/2018,0,1
2/28/2018,0,1
2/28/2018,0,1
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,1,1
2/28/2018,40000,1
2/28/2018,40000,1
2/28/2018,40000,1
2/28/2018,40000,1
2/28/2018,40000,1
2/28/2018,40000,1
2/28/2018,40000,1
3/1/2018,0,0
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/1/2018,1,1
3/2/2018,0,0
3/2/2018,0,0
3/2/2018,0,0
3/2/2018,1,1
3/2/2018,1,1
3/2/2018,1,1
3/2/2018,1,1
3/2/2018,1,1
3/2/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/5/2018,1,1
3/6/2018,1,1
3/6/2018,0,0
3/6/2018,0,0
3/6/2018,1,1
3/6/2018,1,1
3/6/2018,1,1
3/6/2018,4000,7500000
3/7/2018,18000,2200000
3/7/2018,18000,2200000
3/7/2018,1,1
3/7/2018,1,1
3/7/2018,1,1
3/8/2018,0,1
3/8/2018,0,1
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,0,0
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/8/2018,1,1
3/12/2018,0,1
3/12/2018,0,1
3/12/2018,0,0
3/12/2018,0,0
3/12/2018,1,1
3/12/2018,1,1
3/13/2018,1,1
3/13/2018,1,1
3/13/2018,1,1
3/13/2018,1,1
3/13/2018,1,1
3/13/2018,1,1
3/13/2018,80,90
3/15/2018,0,1
3/15/2018,0,1
3/15/2018,0,1
3/15/2018,0,1
3/15/2018,0,1
3/15/2018,0,1
3/15/2018,0,1
3/17/2018,25000,2000000
3/17/2018,25000,2000000
3/18/2018,1,1
3/18/2018,1,1
3/18/2018,1,1
3/18/2018,1,1
3/18/2018,1,1
3/18/2018,1,1
3/18/2018,1,1
3/19/2018,0,0
3/19/2018,1,1
3/19/2018,0,0
3/19/2018,1,1
3/19/2018,1,1
3/19/2018,1,1
3/19/2018,0,0
3/19/2018,1,1
3/19/2018,0,0
3/19/2018,0,0
3/19/2018,1,1
3/19/2018,0,0
3/19/2018,1,1
3/19/2018,1,1
3/19/2018,1,1
3/19/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,0,1
3/21/2018,0,1
3/21/2018,0,1
3/21/2018,0,1
3/21/2018,0,1
3/21/2018,0,1
3/22/2018,15500,5000000
3/22/2018,15500,5000000
3/22/2018,15500,5000000
3/22/2018,15500,5000000
3/22/2018,15500,5000000
3/22/2018,15500,5000000
3/23/2018,8500,1000000
3/23/2018,8500,1000000
3/23/2018,8500,1000000
3/23/2018,8500,1000000
3/23/2018,8500,1000000
3/23/2018,8500,1000000
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,0,1
4/3/2018,0,1
4/4/2018,0,1
4/4/2018,0,1
4/4/2018,0,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/5/2018,0,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,0,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/9/2018,0,0
4/9/2018,0,0
4/9/2018,0,0
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,0,1
4/10/2018,0,1
4/10/2018,0,1
4/10/2018,0,1
4/10/2018,25000,2000000
4/10/2018,25000,2000000
4/11/2018,0,1
4/11/2018,0,1
4/11/2018,0,1
4/11/2018,0,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,5000,1000000
4/11/2018,5000,1000000
4/11/2018,5000,1000000
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/12/2018,1,1
4/12/2018,1,1
4/12/2018,1,1
4/12/2018,0,1
4/12/2018,0,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,100000,1
4/17/2018,100000,1
4/17/2018,100000,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/23/2018,1,1
4/23/2018,1,1
4/23/2018,1,1
4/24/2018,0,0
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,26250,0
4/24/2018,26250,0
4/24/2018,26250,0
4/24/2018,26250,0
4/24/2018,26250,0
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
